state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
CT,95,415,36,3,0,1.0,1.0,330,87.29,842.3
MN,173,510,0,0,1,1.0,1.0,398,77.3,667.1999999999999
MO,110,408,0,1,0,1.0,1.0,274,60.17,556.8
VA,102,510,0,0,0,1.0,1.0,330,64.27,690.2
NH,130,408,0,0,0,1.0,1.0,339,38.59,443.6
OK,91,408,31,1,0,1.0,1.0,292,72.02999999999999,602.8000000000001
CT,64,415,0,1,1,1.0,1.0,362,58.45,490.40000000000003
TN,176,415,23,1,0,1.0,1.0,314,71.9,630.7
MD,93,510,0,1,1,1.0,1.0,289,51.02,517.9
WI,84,510,12,1,0,1.0,1.0,276,37.38,404.8
SD,138,510,0,3,0,1.0,1.0,286,53.36,587.5
ND,101,415,28,1,0,1.0,1.0,364,53.239999999999995,629.6000000000001
VA,136,408,0,2,0,1.0,1.0,278,47.230000000000004,483.8
UT,111,510,0,2,0,1.0,1.0,284,57.09,582.1999999999999
MA,132,408,36,0,0,1.0,1.0,265,57.22,503.20000000000005
SD,128,415,0,3,0,1.0,1.0,265,67.98,587.9000000000001
AL,92,408,38,1,0,1.0,1.0,349,66.59,620.8
AL,197,415,0,5,1,1.0,1.0,295,52.07,537.2
WV,191,408,0,1,0,1.0,1.0,314,60.449999999999996,624.5
SC,99,415,33,2,0,1.0,1.0,292,61.03,593.6999999999999
FL,106,415,31,3,0,1.0,1.0,340,52.57000000000001,448.7
KY,88,415,0,2,0,1.0,1.0,232,63.74999999999999,698.6999999999999
UT,78,415,0,0,0,1.0,1.0,310,56.04,504.99999999999994
NY,98,408,0,1,0,1.0,1.0,322,54.69,543.9
MS,17,408,35,1,0,1.0,1.0,337,68.39,687.1
NH,56,415,24,1,0,1.0,1.0,264,51.76,585.0
VA,84,415,0,2,0,1.0,1.0,245,63.28,727.5999999999999
VT,95,510,0,2,0,1.0,1.0,265,60.4,558.7
WY,16,415,0,5,0,1.0,1.0,293,64.14,637.7
NV,76,510,0,1,1,1.0,1.0,284,73.25,702.9
WV,93,415,0,0,0,1.0,1.0,269,55.849999999999994,600.0
WA,83,408,0,2,0,1.0,1.0,302,46.480000000000004,471.2
KS,123,415,0,1,0,1.0,1.0,257,58.93,589.7
VT,64,408,0,1,0,1.0,1.0,325,58.85,656.1999999999999
OK,82,510,0,0,1,1.0,1.0,301,88.66,815.8000000000001
GA,107,510,0,2,0,1.0,1.0,335,60.35999999999999,571.8000000000001
CO,110,510,0,1,0,1.0,1.0,308,56.2,604.5000000000001
AK,96,408,29,1,0,1.0,1.0,224,51.60999999999999,546.0
TN,47,415,30,2,0,1.0,1.0,355,67.59,676.9
KY,115,510,0,2,0,1.0,1.0,306,39.81,408.30000000000007
PA,69,415,0,3,0,1.0,1.0,262,48.11,490.2
CT,163,408,40,2,0,1.0,1.0,224,72.82,724.5
CT,90,415,0,3,0,1.0,1.0,301,31.339999999999996,382.3
MN,98,415,0,3,0,1.0,1.0,324,38.95,445.0
WY,90,408,39,1,0,1.0,1.0,250,46.7,522.6999999999999
PA,174,415,15,1,0,1.0,1.0,376,68.94,666.6
OR,95,415,0,2,1,1.0,1.0,305,75.63,689.3
PA,79,415,0,1,1,1.0,1.0,320,74.99,724.7
OK,123,415,27,1,0,1.0,1.0,361,66.12,633.4
VT,99,415,0,7,1,1.0,1.0,291,52.76,600.0
ID,114,415,0,2,0,1.0,1.0,327,67.71,702.8999999999999
PA,141,510,0,1,0,1.0,1.0,307,63.970000000000006,582.4
NM,132,408,0,1,0,1.0,1.0,309,59.06,596.9
FL,133,510,0,0,0,1.0,1.0,285,63.19,663.4000000000001
TX,133,408,0,4,0,1.0,1.0,360,60.760000000000005,551.4999999999999
VT,93,510,32,2,0,1.0,1.0,268,58.17,535.8
MA,34,415,0,2,1,1.0,1.0,246,84.08,755.4000000000001
OR,140,415,0,4,1,1.0,1.0,269,52.699999999999996,584.8000000000001
DE,96,415,26,2,0,1.0,1.0,287,58.46,571.5
FL,144,510,0,1,1,1.0,1.0,280,76.34,650.8000000000001
ID,24,408,29,3,0,1.0,1.0,326,64.14,563.3000000000001
MD,54,415,0,1,0,1.0,1.0,389,71.91999999999999,672.7
WV,50,408,0,5,1,1.0,1.0,320,46.75,504.1
ID,92,415,23,4,0,1.0,1.0,325,58.7,553.6
NV,96,408,0,3,0,1.0,1.0,191,65.89,639.9
OH,146,415,0,2,0,1.0,1.0,286,63.02,679.2
ID,138,415,17,0,0,1.0,1.0,307,62.74000000000001,556.1000000000001
SC,102,408,0,4,0,1.0,1.0,308,58.019999999999996,563.1999999999999
MO,76,510,0,5,1,1.0,1.0,254,49.47,543.6
NE,99,415,0,3,0,1.0,1.0,254,56.769999999999996,552.9999999999999
NC,83,510,36,0,0,1.0,1.0,305,52.42,599.4
ME,36,510,25,1,0,1.0,1.0,253,55.71000000000001,552.1
MI,70,510,0,1,0,1.0,1.0,331,54.08999999999999,584.3
AZ,109,415,0,2,1,1.0,1.0,308,74.46000000000001,726.6
AZ,100,415,0,2,0,1.0,1.0,360,56.85,531.8000000000001
HI,104,408,0,1,0,1.0,1.0,340,53.910000000000004,549.5
NJ,106,415,0,1,0,1.0,1.0,319,62.16,630.4000000000001
MS,84,510,0,1,0,1.0,1.0,344,40.13,461.3
MA,80,510,0,2,0,1.0,1.0,280,62.75999999999999,678.4
SC,100,510,0,1,0,1.0,1.0,224,38.74,404.5
MN,99,408,0,2,0,1.0,1.0,326,55.76,629.4000000000001
WV,50,510,0,1,0,1.0,1.0,342,52.58,555.3
MS,105,415,0,1,0,1.0,1.0,222,45.71,531.9000000000001
VA,113,415,23,4,0,1.0,1.0,252,57.019999999999996,596.1
MS,111,415,36,2,0,1.0,1.0,317,42.05,446.79999999999995
NM,161,408,0,2,0,1.0,1.0,301,54.589999999999996,623.6999999999999
TX,70,415,0,0,1,1.0,1.0,317,80.35000000000001,804.7
HI,97,415,43,3,0,1.0,1.0,325,54.96,611.9999999999999
WA,130,510,0,0,0,1.0,1.0,258,55.870000000000005,638.0
WI,92,415,0,1,0,1.0,1.0,303,65.67999999999999,687.0
CO,119,408,0,0,0,1.0,1.0,250,49.81,503.59999999999997
NV,115,415,0,1,1,1.0,1.0,346,76.64,690.4
RI,134,415,0,0,0,1.0,1.0,262,53.78,574.5999999999999
VA,127,408,25,0,0,1.0,1.0,257,65.1,723.5999999999999
NJ,80,415,0,2,1,1.0,1.0,408,80.35999999999999,742.5
ND,153,415,31,0,0,1.0,1.0,344,56.45,481.0
MN,85,415,0,3,0,1.0,1.0,280,73.39,730.2
HI,79,415,0,1,0,1.0,1.0,279,38.85,502.2
ND,35,415,0,1,0,1.0,1.0,290,73.75999999999999,656.0
WI,120,408,26,0,0,1.0,1.0,317,75.54,744.5
MN,68,510,0,0,0,1.0,1.0,341,64.09,594.0
DC,60,408,0,1,1,1.0,1.0,340,63.06,649.9000000000001
KS,120,510,0,1,0,1.0,1.0,350,53.28,519.9
MT,71,510,23,1,0,1.0,1.0,379,67.77,717.1
WV,124,415,0,3,0,1.0,1.0,324,51.900000000000006,522.8
ME,23,510,0,1,1,1.0,1.0,297,47.269999999999996,551.6999999999999
WY,225,415,0,1,0,1.0,1.0,310,64.2,656.0
NY,181,415,0,0,1,1.0,1.0,267,53.59,561.8000000000001
VT,63,415,0,2,0,1.0,1.0,316,54.269999999999996,587.2
NC,54,415,0,2,1,1.0,1.0,329,63.449999999999996,601.4000000000001
MO,80,408,15,1,0,1.0,1.0,317,51.14,482.99999999999994
NC,118,408,39,1,0,1.0,1.0,326,44.40999999999999,404.1
NJ,42,408,0,2,0,1.0,1.0,341,56.24,532.5999999999999
OH,134,408,0,0,0,1.0,1.0,310,68.27999999999999,693.6
TX,66,415,35,0,0,1.0,1.0,307,66.48,670.5
WA,66,415,0,2,0,1.0,1.0,312,68.83,706.9
TN,127,415,28,1,0,1.0,1.0,366,73.10999999999999,721.3
HI,146,510,0,0,0,1.0,1.0,291,55.8,538.6
WY,93,408,42,1,0,1.0,1.0,292,62.39,622.6
CT,77,415,0,0,1,1.0,1.0,265,76.08,746.1999999999999
NM,111,415,0,4,1,1.0,1.0,295,50.519999999999996,494.3
NJ,125,415,0,2,0,1.0,1.0,288,53.72,505.30000000000007
AL,115,510,14,2,0,1.0,1.0,299,53.39,520.9
MN,115,510,0,2,1,1.0,1.0,336,50.47,532.6999999999999
NC,114,408,0,2,0,1.0,1.0,263,62.650000000000006,585.9
OH,106,415,0,0,0,1.0,1.0,335,59.5,640.6
ND,118,415,39,2,0,1.0,1.0,345,47.99,553.1
CO,59,510,0,1,0,1.0,1.0,279,52.11,486.1
ND,87,415,40,1,0,1.0,1.0,280,64.14,612.6
NY,21,415,0,1,0,1.0,1.0,286,70.33,700.8000000000001
WI,142,408,24,0,0,1.0,1.0,278,79.19,791.9000000000001
WY,62,415,0,0,0,1.0,1.0,346,62.14,642.0999999999999
OR,149,415,0,3,1,1.0,1.0,263,74.67,717.5
CO,54,510,39,2,0,1.0,1.0,265,47.209999999999994,524.4999999999999
LA,112,510,0,1,0,1.0,1.0,325,62.43,615.5999999999999
AL,68,510,0,1,0,1.0,1.0,304,58.61,609.1
TX,201,415,21,1,0,1.0,1.0,306,62.26,562.3000000000001
PA,88,510,0,1,0,1.0,1.0,236,59.99000000000001,536.6
IL,85,415,29,1,0,1.0,1.0,350,46.85999999999999,460.9
DE,51,415,0,0,1,1.0,1.0,289,59.36,614.8000000000001
MO,45,510,29,2,0,1.0,1.0,303,54.730000000000004,601.8
AR,116,510,0,0,0,1.0,1.0,324,54.96,603.5
OH,146,408,31,1,0,1.0,1.0,278,64.69000000000001,621.3
WI,63,510,34,1,0,1.0,1.0,318,57.300000000000004,587.3
GA,133,510,0,0,0,1.0,1.0,331,51.29,419.6
KY,125,408,0,2,0,1.0,1.0,349,61.989999999999995,616.6
OH,72,510,0,1,0,1.0,1.0,307,52.599999999999994,540.8
TN,130,408,0,0,0,1.0,1.0,314,51.26,571.6999999999999
SD,97,415,0,1,0,1.0,1.0,319,65.25,714.8999999999999
NY,54,415,0,1,1,1.0,1.0,293,79.97,725.0
GA,160,415,29,1,0,1.0,1.0,364,59.99,566.4
TX,79,415,0,1,0,1.0,1.0,314,49.089999999999996,505.20000000000005
WV,92,415,47,0,0,1.0,1.0,331,53.650000000000006,563.3000000000001
MI,59,415,0,1,0,1.0,1.0,286,68.64999999999999,678.3
ND,132,510,0,1,0,1.0,1.0,270,47.599999999999994,424.49999999999994
NE,21,510,0,0,0,1.0,1.0,318,71.85000000000001,701.1
SD,93,415,0,2,0,1.0,1.0,335,61.089999999999996,648.1999999999999
NJ,147,415,36,5,0,1.0,1.0,315,70.74000000000001,594.0999999999999
AK,101,510,0,1,0,1.0,1.0,278,63.75,655.4
CT,125,415,0,0,1,1.0,1.0,343,59.959999999999994,621.4
CO,63,415,0,3,0,1.0,1.0,329,68.3,670.5000000000001
MD,107,415,0,0,0,1.0,1.0,317,63.42,566.1
ND,110,408,0,3,0,1.0,1.0,298,59.91,544.5999999999999
NH,83,415,0,3,0,1.0,1.0,292,70.33,671.5
MN,117,408,0,1,0,1.0,1.0,336,61.15999999999999,666.5
KY,124,415,0,0,0,1.0,1.0,377,66.92,674.4
NH,115,510,0,3,0,1.0,1.0,339,52.64,589.1999999999999
CO,156,408,0,1,0,1.0,1.0,324,73.84,617.9999999999999
KY,89,408,0,0,0,1.0,1.0,312,55.85999999999999,531.5
KY,72,415,0,0,0,1.0,1.0,397,60.79,541.2
IN,101,415,42,0,0,1.0,1.0,259,59.870000000000005,560.0
OR,53,415,0,2,0,1.0,1.0,342,61.13,560.7
SD,116,408,0,2,0,1.0,1.0,374,51.15,507.8
DE,78,408,0,3,0,1.0,1.0,381,56.01,628.9
OR,117,415,17,0,0,1.0,1.0,273,64.88,655.9999999999999
NE,56,510,0,1,0,1.0,1.0,296,48.1,539.6999999999999
OH,123,408,39,1,0,1.0,1.0,329,75.86,639.8
OH,127,408,0,2,0,1.0,1.0,298,52.31,516.4
AR,116,415,23,2,0,1.0,1.0,306,70.50999999999999,681.5
KS,138,510,26,1,0,1.0,1.0,304,64.13,625.3
TX,120,415,0,3,0,1.0,1.0,279,63.980000000000004,586.9
WI,102,408,0,3,0,1.0,1.0,363,58.11,560.2
OR,95,415,0,2,0,1.0,1.0,304,58.36,607.9
VA,102,408,0,2,0,1.0,1.0,244,53.040000000000006,512.6
AR,89,415,25,1,0,1.0,1.0,336,63.5,585.2
CT,50,408,0,1,0,1.0,1.0,295,71.58,551.5
OH,93,415,42,7,0,1.0,1.0,327,63.68999999999999,698.0
WY,68,510,0,1,0,1.0,1.0,362,61.56,561.0
IL,70,408,0,2,0,1.0,1.0,305,69.27,674.7
MO,138,415,29,0,0,1.0,1.0,346,66.65,683.7
DC,141,415,37,4,0,1.0,1.0,325,58.67,590.2
MA,112,415,17,0,0,1.0,1.0,318,62.29999999999999,602.4000000000001
NH,117,510,0,1,1,1.0,1.0,270,45.03000000000001,537.8000000000001
IA,1,408,26,1,0,1.0,1.0,381,61.28,578.8000000000001
AL,70,415,0,1,0,1.0,1.0,306,60.449999999999996,568.5000000000001
OR,87,510,22,2,0,1.0,1.0,326,59.42,548.4000000000001
WV,52,510,21,2,0,1.0,1.0,311,50.81,464.59999999999997
WA,97,408,0,0,1,1.0,1.0,265,76.84,717.4
NV,105,408,0,2,0,1.0,1.0,257,58.519999999999996,601.7
SC,77,510,28,4,1,1.0,1.0,296,56.33,599.4
NC,80,415,0,2,1,1.0,1.0,333,66.97999999999999,695.1999999999999
NH,120,510,43,1,0,1.0,1.0,308,55.489999999999995,525.8
WY,54,408,39,2,0,1.0,1.0,315,51.53000000000001,495.90000000000003
FL,148,510,0,2,0,1.0,1.0,326,49.96000000000001,513.8
PA,119,408,0,2,1,1.0,1.0,301,75.86,677.1
NC,162,408,26,1,1,1.0,1.0,386,61.15,619.3999999999999
MO,85,510,0,5,1,1.0,1.0,356,53.760000000000005,510.7
KS,101,510,25,1,0,1.0,1.0,359,53.47,566.2
KY,172,415,0,0,0,1.0,1.0,275,62.400000000000006,653.1
DE,80,415,0,1,0,1.0,1.0,327,61.89000000000001,644.2
WI,67,510,0,2,0,1.0,1.0,301,37.69,353.5
CO,86,408,0,1,0,1.0,1.0,263,63.74,622.6
NM,107,415,0,1,1,1.0,1.0,333,76.58999999999999,769.8000000000001
DE,133,510,0,0,0,1.0,1.0,302,72.33999999999999,633.4000000000001
IL,116,510,0,0,0,1.0,1.0,325,63.510000000000005,673.6
WA,63,408,0,0,0,1.0,1.0,299,70.23,694.1
MA,119,408,16,0,1,1.0,1.0,321,48.989999999999995,498.99999999999994
OH,133,408,0,0,1,1.0,1.0,289,74.91,693.0
TN,94,408,0,1,0,1.0,1.0,289,59.35,561.3000000000001
MA,69,510,0,0,0,1.0,1.0,243,67.65,671.8000000000001
MI,146,408,0,7,1,1.0,1.0,317,50.150000000000006,494.09999999999997
TX,119,510,0,2,1,1.0,1.0,315,47.48,557.7
NH,142,408,25,0,0,1.0,1.0,292,58.11,578.3
MD,123,408,0,3,0,1.0,1.0,263,65.36,637.0
MS,101,408,0,1,1,1.0,1.0,363,80.01,803.7
AZ,43,415,0,0,0,1.0,1.0,342,64.36,667.5
IN,69,408,0,0,0,1.0,1.0,291,62.57000000000001,653.5
NY,15,510,0,2,0,1.0,1.0,247,51.32,596.9
WI,107,510,25,1,0,1.0,1.0,290,64.38,574.2
WV,67,510,0,2,0,1.0,1.0,345,57.04,595.1999999999999
NY,99,415,0,1,0,1.0,1.0,282,55.629999999999995,569.4
OK,46,415,0,1,0,1.0,1.0,389,57.4,604.6
NC,55,408,0,1,0,1.0,1.0,333,64.84,631.5
KY,39,415,0,1,1,1.0,1.0,368,82.26,743.4
TX,92,510,0,2,0,1.0,1.0,383,50.25,525.7
CT,56,415,0,4,1,1.0,1.0,293,55.76,581.6999999999999
NE,76,415,0,0,1,1.0,1.0,299,79.13,752.3000000000001
HI,132,408,33,2,0,1.0,1.0,236,65.74000000000001,638.6
SC,140,510,28,1,0,1.0,1.0,277,52.66,525.1
AK,51,510,12,2,0,1.0,1.0,299,52.12,541.0999999999999
SD,27,408,0,1,0,1.0,1.0,293,70.79,646.0
ID,224,510,0,3,0,1.0,1.0,311,45.080000000000005,509.09999999999997
OK,105,510,28,0,1,1.0,1.0,301,47.16,445.59999999999997
WA,117,408,0,2,0,1.0,1.0,271,63.59,570.6999999999999
SD,91,415,0,1,1,1.0,1.0,341,48.5,475.90000000000003
OH,135,415,0,4,0,1.0,1.0,270,64.48,557.6999999999999
VA,146,415,0,3,0,1.0,1.0,263,63.14,661.0999999999999
WI,147,415,0,0,1,1.0,1.0,356,63.11,563.1999999999999
IN,68,510,0,2,1,1.0,1.0,349,78.80000000000001,786.4999999999999
NM,68,408,0,3,0,1.0,1.0,310,48.300000000000004,535.1000000000001
HI,86,408,21,0,0,1.0,1.0,328,59.809999999999995,581.6
KY,131,415,0,1,0,1.0,1.0,334,60.42,643.8
OH,86,415,29,1,0,1.0,1.0,306,70.35000000000001,706.5
VT,159,415,0,2,1,1.0,1.0,309,75.08,696.6
AZ,134,415,40,1,0,1.0,1.0,268,47.790000000000006,532.3
VT,113,510,0,1,0,1.0,1.0,281,69.14,684.1
MO,132,408,0,1,0,1.0,1.0,346,64.58,623.8
AL,85,415,0,1,0,1.0,1.0,231,65.38,638.9000000000001
NJ,93,510,38,1,1,1.0,1.0,371,61.01,552.5
WA,174,408,33,4,1,1.0,1.0,318,55.75000000000001,517.6
NY,61,415,0,2,0,1.0,1.0,310,58.39,577.9
DC,91,415,39,1,0,1.0,1.0,317,43.85,390.29999999999995
NE,88,408,28,2,0,1.0,1.0,326,64.74000000000001,649.3
MA,88,408,45,2,0,1.0,1.0,367,44.050000000000004,555.5999999999999
VT,195,415,36,0,0,1.0,1.0,289,70.86999999999999,670.6
NM,182,415,0,0,0,1.0,1.0,323,44.63999999999999,562.5999999999999
CO,118,408,0,4,0,1.0,1.0,231,62.69,634.5000000000001
NH,103,408,0,8,1,1.0,1.0,363,52.730000000000004,551.3
IL,65,510,0,2,0,1.0,1.0,283,54.42,524.4
UT,61,408,25,3,0,1.0,1.0,311,46.15,420.9
WV,172,415,0,1,0,1.0,1.0,346,68.22000000000001,718.5999999999999
NJ,72,415,0,1,0,1.0,1.0,322,55.21,562.5
NM,113,510,0,2,0,1.0,1.0,313,57.5,627.9
ND,177,408,0,1,0,1.0,1.0,330,61.21,605.9000000000001
WA,100,408,0,6,1,1.0,1.0,322,43.33,526.7
NM,67,415,0,1,0,1.0,1.0,309,64.82,629.3000000000001
DE,136,415,0,3,0,1.0,1.0,329,43.2,450.09999999999997
GA,71,415,0,4,0,1.0,1.0,346,65.54,577.3000000000001
HI,134,408,0,1,0,1.0,1.0,362,71.72,725.4
CT,124,415,0,1,0,1.0,1.0,304,63.379999999999995,732.9
NJ,84,415,0,2,0,1.0,1.0,351,62.919999999999995,645.1999999999999
ME,39,408,0,2,0,1.0,1.0,312,55.04,564.3
OK,110,510,0,3,0,1.0,1.0,312,50.54,444.1
TN,102,510,0,1,0,1.0,1.0,296,50.28,530.4000000000001
WY,70,415,0,0,0,1.0,1.0,360,58.24,607.1
NY,142,415,0,1,0,1.0,1.0,288,55.059999999999995,579.4
DE,81,510,0,1,0,1.0,1.0,271,66.09,566.5999999999999
RI,17,415,0,1,0,1.0,1.0,315,62.17,699.3000000000001
PA,119,408,0,1,1,1.0,1.0,260,79.03,755.7
HI,105,415,0,0,1,1.0,1.0,332,84.92999999999999,794.3
MD,108,415,42,3,1,1.0,1.0,303,51.0,555.4
VA,90,415,0,2,0,1.0,1.0,360,38.54,415.29999999999995
IN,100,415,33,1,0,1.0,1.0,369,58.09,484.8
OR,155,408,30,1,0,1.0,1.0,268,51.150000000000006,578.0999999999999
AZ,113,510,0,2,1,1.0,1.0,306,51.669999999999995,543.1
WI,123,415,0,1,0,1.0,1.0,273,56.7,593.8
VA,145,408,0,1,0,1.0,1.0,348,59.629999999999995,622.0
MO,42,415,0,2,0,1.0,1.0,285,63.35,673.0
NV,125,510,0,0,0,1.0,1.0,305,57.480000000000004,598.4
HI,131,415,30,1,0,1.0,1.0,292,58.660000000000004,604.2
WA,107,415,0,1,0,1.0,1.0,236,68.17999999999999,603.5999999999999
IL,48,408,0,1,0,1.0,1.0,266,58.9,552.5
IL,76,510,0,0,0,1.0,1.0,300,62.17,636.3
LA,128,415,0,1,0,1.0,1.0,327,59.230000000000004,653.5
WI,73,415,0,0,0,1.0,1.0,291,60.43000000000001,617.4
TX,52,415,0,4,1,1.0,1.0,302,47.5,471.5
MI,126,415,26,1,0,1.0,1.0,346,46.52000000000001,469.90000000000003
NC,124,415,0,1,0,1.0,1.0,333,58.989999999999995,594.8000000000001
WA,137,408,0,0,0,1.0,1.0,355,67.62,666.8000000000001
ND,71,510,0,0,1,1.0,1.0,320,76.00999999999999,721.4
NE,139,415,0,0,0,1.0,1.0,285,63.720000000000006,617.5
MS,107,510,30,3,0,1.0,1.0,257,62.0,578.3000000000001
KY,147,408,0,1,0,1.0,1.0,285,63.31,583.3
RI,116,510,0,3,0,1.0,1.0,286,42.77,400.09999999999997
NY,60,510,31,2,0,1.0,1.0,275,67.85,672.9
TX,38,510,0,0,0,1.0,1.0,274,40.61,375.4
DE,63,408,0,3,0,1.0,1.0,296,51.42999999999999,540.0
NM,94,415,0,3,0,1.0,1.0,326,53.07000000000001,612.4
RI,131,415,0,0,0,1.0,1.0,359,45.279999999999994,465.0
MS,158,510,0,1,0,1.0,1.0,297,57.349999999999994,563.5
NY,139,510,0,1,1,1.0,1.0,336,67.21,629.9
NE,77,415,0,1,0,1.0,1.0,342,55.6,590.6
WI,140,415,0,3,0,1.0,1.0,312,53.24,557.3
KY,72,408,0,1,0,1.0,1.0,302,55.8,543.9
SD,52,510,20,1,0,1.0,1.0,295,54.24,603.8
VA,103,510,0,5,0,1.0,1.0,320,59.51,601.9000000000001
KS,74,415,32,1,0,1.0,1.0,318,69.07000000000001,728.9000000000001
ND,124,415,0,2,0,1.0,1.0,279,56.83,555.4000000000001
CO,85,510,21,5,0,1.0,1.0,299,76.94000000000001,678.6999999999999
KY,113,408,20,5,1,1.0,1.0,241,55.13,599.5
WA,71,408,0,2,0,1.0,1.0,296,46.27,468.69999999999993
NV,177,415,27,1,0,1.0,1.0,294,68.30000000000001,652.0999999999999
SC,49,415,0,2,1,1.0,1.0,303,69.94999999999999,630.1
RI,106,510,0,3,1,1.0,1.0,250,59.97,549.8
ID,60,510,0,1,0,1.0,1.0,247,63.89,609.8
KY,43,408,0,4,0,1.0,1.0,299,59.800000000000004,646.6
ME,66,510,0,1,0,1.0,1.0,359,52.23,585.8
SD,125,415,0,0,0,1.0,1.0,257,62.5,628.0
SC,114,510,4,3,0,1.0,1.0,272,56.209999999999994,604.8000000000001
TN,112,415,0,3,1,1.0,1.0,312,77.13999999999999,674.1
MT,101,408,16,2,0,1.0,1.0,325,49.93000000000001,535.5000000000001
WI,70,415,0,0,0,1.0,1.0,273,23.25,313.0
AK,59,408,0,0,0,1.0,1.0,329,50.32,475.49999999999994
AZ,59,408,0,1,0,1.0,1.0,298,54.14000000000001,560.5
MT,124,415,30,2,0,1.0,1.0,225,60.300000000000004,645.3
DE,99,415,0,2,0,1.0,1.0,315,55.550000000000004,593.9
VA,150,510,0,1,0,1.0,1.0,316,58.66,578.0
MA,81,510,0,2,0,1.0,1.0,267,60.489999999999995,560.8000000000001
IN,86,510,0,0,0,1.0,1.0,286,70.26,701.1
MD,84,510,0,0,0,1.0,1.0,267,49.5,435.90000000000003
NV,118,510,35,1,0,1.0,1.0,341,78.37,741.6000000000001
CO,89,415,0,1,0,1.0,1.0,343,66.42,672.4
KS,93,415,0,3,0,1.0,1.0,273,67.28,575.0000000000001
AR,85,415,0,2,0,1.0,1.0,283,43.26,471.9
WY,160,408,0,0,0,1.0,1.0,274,40.69,447.2
PA,28,415,0,3,0,1.0,1.0,294,53.71999999999999,532.4
TX,73,408,0,1,1,1.0,1.0,342,76.36999999999999,689.5
NY,156,408,0,3,0,1.0,1.0,333,60.58999999999999,631.9999999999999
OR,33,415,0,1,0,1.0,1.0,346,58.199999999999996,555.1999999999999
CA,77,510,0,4,0,1.0,1.0,267,63.11,643.5999999999999
NY,119,415,0,1,0,1.0,1.0,283,51.93,546.0
AR,91,510,27,3,0,1.0,1.0,273,57.59,557.7
MI,102,510,0,3,0,1.0,1.0,304,71.14,670.1
OK,86,415,33,3,0,1.0,1.0,308,68.36999999999999,570.1
TX,82,415,0,0,0,1.0,1.0,307,48.13,502.3
NC,89,408,0,0,0,1.0,1.0,367,45.24,479.09999999999997
ID,86,415,0,3,0,1.0,1.0,323,60.629999999999995,589.3
IL,134,408,0,1,0,1.0,1.0,310,50.63,474.1
OR,92,415,0,2,0,1.0,1.0,272,59.81999999999999,560.5
SD,87,510,0,3,0,1.0,1.0,283,57.940000000000005,553.6
NE,64,408,0,0,0,1.0,1.0,290,67.37,569.0
RI,80,510,0,3,0,1.0,1.0,302,66.99000000000001,649.2
MD,165,415,39,3,0,1.0,1.0,324,54.38,542.2
ID,153,415,22,1,0,1.0,1.0,323,60.7,625.9
ME,41,415,30,1,0,1.0,1.0,292,58.72,545.2
SD,108,415,0,2,0,1.0,1.0,271,71.57000000000001,692.7
NY,104,415,26,1,0,1.0,1.0,317,59.269999999999996,577.6999999999999
DE,115,408,0,1,0,1.0,1.0,256,47.900000000000006,494.1
OK,87,415,0,1,0,1.0,1.0,306,55.49,507.59999999999997
SC,159,415,23,2,0,1.0,1.0,275,55.209999999999994,544.4
IN,119,510,0,2,0,1.0,1.0,364,54.49,542.4
NV,69,415,0,1,0,1.0,1.0,334,57.95,617.9
IL,87,408,36,1,0,1.0,1.0,340,58.050000000000004,595.4
SD,93,510,0,1,1,1.0,1.0,312,84.67999999999999,792.0
OK,154,415,0,0,1,1.0,1.0,326,54.53,549.4
KS,57,415,37,1,0,1.0,1.0,309,68.14,647.3
IA,130,510,0,5,0,1.0,1.0,314,56.96,603.6999999999999
NJ,151,415,0,2,0,1.0,1.0,264,56.2,605.2
NJ,162,408,0,2,1,1.0,1.0,227,74.8,757.6999999999999
MT,60,415,0,1,0,1.0,1.0,339,61.14,697.2
IA,81,510,0,3,0,1.0,1.0,232,71.14999999999999,714.7
WA,132,415,0,3,0,1.0,1.0,334,64.31,561.9
NE,86,408,0,1,0,1.0,1.0,333,43.620000000000005,489.3
TX,136,408,0,1,1,1.0,1.0,321,79.64,766.2
MS,121,415,21,1,0,1.0,1.0,317,50.81,539.0
IA,105,510,15,2,0,1.0,1.0,353,44.699999999999996,543.6
WI,105,415,34,2,0,1.0,1.0,242,63.339999999999996,576.1999999999999
MT,51,415,26,1,0,1.0,1.0,257,73.82,692.5
GA,64,408,0,3,0,1.0,1.0,314,46.55,486.19999999999993
MT,80,510,30,0,0,1.0,1.0,365,57.83,574.5
ND,56,415,0,4,0,1.0,1.0,320,69.66,615.1
VT,120,415,0,1,0,1.0,1.0,310,56.019999999999996,602.8
SD,103,510,0,3,0,1.0,1.0,337,63.65,619.5
OH,164,510,27,3,0,1.0,1.0,351,55.07000000000001,582.2
OH,116,415,27,2,0,1.0,1.0,278,64.07,634.0
MT,121,408,0,1,0,1.0,1.0,301,59.53,585.8
IL,55,415,0,1,0,1.0,1.0,316,72.49,668.5
NV,183,415,0,2,0,1.0,1.0,322,50.27,554.5
UT,104,408,0,0,0,1.0,1.0,368,72.9,613.9
NH,90,408,0,1,0,1.0,1.0,327,49.33,481.20000000000005
LA,82,415,0,1,0,1.0,1.0,290,54.5,480.9
